,Actb,Ahcy,Aqp3,Atp12a,Bmp4,Cdx2,Creb312,Cebpa,Dab2,DppaI,Eomes,Esrrb,Fgf4,Fgfr2,Fn1,Gapdh,Gata3,Gata4,Gata6,Grhl1,Grhl2,Hand1,Hnf4a,Id2,Klf2,Klf4,Klf5,Krt8,Lcp1,Mbnl3,Msc,Msx2,Nanog,Pdgfa,Pdgfra,Pecam1,Pou5f1,Runx1,Sox2,Sall4,Sox17,Snail,Sox13,Tcfap2a,Tcfap2c,Tcf23,Utf1,Tspan8
4,-1.42388747,-0.02570699,-1.79464424,-0.39461839,0.1009721,-0.41040404,-0.34935735,1.1162716,-1.75350771,-0.82830559,-1.26812522,1.2519485,1.4433502,0.7117642,1.0564935,1.4238874,-0.45163141,1.1718526,0.1524289,0.2991331,0.5543062,1.0401637,-0.11589104,-0.02892108,1.1651256,0.7710489,-0.51656374,-0.35404827,-0.28797528,0.4990239,-0.48621651,-0.60217765,0.6670059,-0.66302787,0.8297316,0.773108,-0.33380154,-1.01775839,0.6504341,0.7851855,0.9895892,1.2184159,1.0134065,-0.92388028,1.1424347,1.5339458,-0.25158626,0.6815139
4,-0.64404737,-0.08249629,0.0097905,-0.30685543,0.1789875,0.3263095,-0.28036851,1.036884,-0.34644216,-0.77103193,-0.60268619,1.3371766,1.4153117,1.4516875,1.4506102,0.6440473,0.0634085,1.3474669,0.2305673,0.8992159,1.373257,1.6475316,-0.03881474,0.179522,1.0630346,1.1229359,0.7395475,0.3664165,-1.4784745,0.8124436,-0.40215286,-0.51284294,0.7228491,-2.93563058,-0.38541086,0.7290295,0.3026411,0.8808677,-0.70510706,1.1740328,-0.22062449,1.4247352,1.4686023,0.8613114,1.4548176,1.9510522,0.4090653,0.5640431
4,-0.07755976,0.0698022,-0.7085254,-0.32879617,0.1594837,0.4058928,-0.29761572,1.0736375,0.3152136,0.1414416,-1.20117556,1.5166723,1.5122781,-0.58955441,1.0008031,0.0775597,-0.12369578,1.234572,0.3040174,0.8785781,1.1882531,1.5176879,-0.05808381,0.4473318,1.318262,0.9457174,0.460171,-1.49308279,-1.07181883,0.1039149,-0.42316877,-0.53517662,0.9050043,0.728315,0.9520021,1.2004246,-0.15021229,0.7599874,-0.71949987,0.9954344,1.1054104,1.2423823,1.2345477,0.6882571,1.4523771,1.7410705,-0.82575769,0.7884424
4,-0.80590098,-0.28900285,-0.07823068,-0.68982108,-0.16144344,-0.29671367,1.0021967,1.0545257,-2.00141925,-0.08374798,-1.56838429,1.334594,1.5765329,1.1376503,0.7052156,0.8059009,-0.72122267,1.1701801,0.7306532,1.0262175,1.6593965,1.8213719,-0.3751477,-0.74132166,1.5297361,0.8679453,0.0465206,-1.75705878,-0.83018285,0.9324767,-0.76897607,-0.90266714,0.1404842,-1.60121657,0.7314109,1.3534749,-0.15895464,0.5875315,-0.95632705,0.9841307,0.4553933,1.2788529,1.0198632,-1.19348067,1.1033869,0.6683071,-0.14667592,0.4646447
4,-0.55576359,-0.35611748,0.478189,-0.56216586,-0.04796643,0.3354048,-0.48106332,1.4955683,0.0421759,-0.46904353,-1.43854253,1.2209564,1.8428984,0.5655003,0.2682602,0.5557635,-3.32861271,1.3039815,0.2399439,0.5055108,1.6297959,1.3041434,-0.26303671,-0.27958054,1.5880738,1.0183897,0.4839938,-0.59031408,-0.03651669,0.8757944,-0.64670167,-0.77272574,0.7760331,-0.76322278,0.7414951,1.0277838,0.309635,0.1491391,0.5379085,1.259941,0.60667,1.2600966,0.5097857,1.3713662,1.2839832,1.0397032,-0.81866915,0.8863347
4,-0.26884129,-0.3896748,0.0553729,-0.48836519,0.0176374,0.2558215,-0.42304998,1.5529038,-0.06670413,-0.04599943,-1.36347776,1.2170824,1.5192877,0.2450102,0.4524669,0.2688412,-0.26855078,1.2696949,0.0914809,0.7293512,0.3446351,1.6443124,-0.19822255,-0.62126897,1.5370284,0.7901732,0.2306058,-1.36765773,-0.24279131,1.1942155,-0.57601178,-0.69760337,0.8704347,-1.02509584,0.6671243,1.1514485,0.5002181,0.2506785,0.1911725,0.9592625,0.1504761,1.0068864,0.808407,1.0161495,1.1790421,0.7697268,-0.93917427,0.1077142
4,-0.0187039,-2.8832415,-0.07980249,-0.74367563,-0.20931656,-0.23532086,-0.62374478,-0.84636776,-1.74848247,-1.05609856,-1.62316128,1.3952867,1.3230184,0.0772369,0.6723726,0.0187039,-0.73128204,1.1492736,-0.30546222,0.1641939,0.3841026,1.6228506,-0.42244452,-1.30728435,1.3995181,0.9508172,-0.14622748,-0.59468937,-1.672962,1.2375608,-0.82056059,0.7276913,0.6603579,-0.35105736,-0.66146501,1.1661413,0.335862,0.6794005,0.0393938,0.9140477,-1.19210463,0.9297772,0.4145497,0.9287115,1.0326126,1.4925208,0.0985874,0.6288026
8,-1.51217125,-0.65555199,0.2078382,-0.37866149,0.1789875,-1.05161777,-0.33681393,0.2988727,0.3068382,-0.81789219,-0.26185157,1.0582481,0.8218308,-0.24325308,0.553852,1.5121712,-0.34299016,0.7119104,0.5712508,-0.87245693,0.7960447,1.4414987,-0.10187717,-1.06585971,0.9088564,-0.39935784,0.0855033,-1.52954356,-0.9716283,1.1592059,-0.47093221,-0.58593498,0.4223595,-0.57194159,0.3935912,0.836777,-0.02607099,0.4392517,-0.75221081,0.2516509,0.6208522,-0.6655508,0.4484472,-0.90930729,0.7129082,0.9882791,-0.86120037,-0.27933688
8,0.0769368,1.1152417,1.0629014,-0.42653219,0.0726028,-0.15118998,-0.3744442,0.8281238,0.5916015,-0.84913237,-1.30058566,0.8542171,0.8194943,-0.7938937,0.5824111,-0.07693686,-0.25849141,0.8406943,1.0869644,-0.91055742,0.855246,1.6110466,-0.14391879,-1.09752196,1.1380402,0.278917,1.2203349,-1.5645459,-1.24666112,0.6223912,-0.51678511,-0.634663,1.2626668,-3.07226,0.1692184,0.1927411,0.5334391,-1.04354618,-0.78361331,0.9886521,0.1481124,0.8078612,-1.21414717,0.752014,0.9569574,0.7882966,0.0943343,0.4917534
8,-0.55576359,1.1978443,0.6479442,-0.59009044,-0.07278953,-2.34768806,-0.50301431,0.8545864,-0.51730012,-0.95586965,-1.46694541,1.0272561,0.2587249,0.6988585,-0.04874666,0.5557635,-0.47175016,0.7955363,1.1588518,0.1880067,0.9045804,1.4071599,-0.28756099,-0.98406557,1.2005449,0.3324651,0.9734441,-0.39488434,-0.3390528,1.5926587,-0.67344919,-0.80115042,0.3159915,0.1112055,0.5423327,0.4474169,0.5788992,0.284525,-0.89090518,0.2606938,0.190659,0.6640628,0.1578967,-1.10239946,0.5713597,-0.60301043,0.1595488,-0.07150395
8,0.3344312,0.9268045,0.552064,-0.48836519,0.0176374,0.0238931,-0.42304998,1.1089209,0.6703301,-0.88948427,-1.36347776,1.196421,0.5426144,0.4730098,-0.62707003,-0.33443123,-0.21624203,0.8933785,1.3541978,-0.95977056,1.0945178,1.4103791,-0.19822255,-0.58169116,1.2620078,0.5402824,-0.06393054,-1.60975726,-1.65724584,2.6946292,-0.57601178,-0.69760337,0.7162011,-3.14285187,1.0326755,0.7620884,0.7624885,0.8276803,0.7066969,0.7512744,0.6373981,1.1756932,1.3023428,1.0671549,0.7202297,1.27254,-0.93917427,0.1438591
8,0.5551406,0.5396047,0.8789999,-0.51628977,0.2765069,0.7969877,0.5553371,0.6002518,0.4123681,-0.90770771,-0.12186592,0.9278232,0.7529029,0.5590474,0.6352456,-0.55514069,0.1579667,0.8331679,1.2260508,-0.28031179,1.1093181,1.5455882,-0.22274682,-1.15688867,1.1640838,0.3719886,0.7157247,-1.63017529,-0.41566909,1.5709861,-0.6027593,-0.72602805,0.7614075,-0.59699032,0.7629239,1.4281635,0.5876416,0.0508231,0.5706194,0.7060596,0.6421255,0.6171721,0.3402979,0.2401375,0.7690395,1.3296779,0.2346873,0.222173
8,0.2461474,-0.37934947,0.6966703,-0.77957866,-0.24123197,0.2649167,-0.65196749,0.7590272,0.45257,-1.0795287,0.762681,0.8658391,0.6991625,0.5805568,-0.01875952,-0.24614744,0.2947742,0.7177643,0.98851,0.5324986,0.6998427,1.4683259,-0.45397573,-0.10939596,1.1432489,0.6805272,1.1358722,0.134526,-0.63962439,2.3411984,-0.85495026,-0.99403218,1.0911484,0.3002095,0.7604029,0.5245543,0.7519977,0.2410081,0.1440688,0.6111085,0.6279433,0.917273,1.0408474,-1.27545376,0.7495156,1.1411229,0.1411186,0.2944627
8,1.1878411,-1.33444231,0.7595426,-0.50432209,0.0034528,0.3786071,0.7905264,1.3853076,0.6435289,-0.89989767,0.8073141,1.3255546,-0.00179918,0.5891606,0.4981616,-1.18784114,0.1740617,0.8147702,1.5511066,0.5705991,0.8922468,1.5627577,-0.21223642,-1.14897311,1.2099206,0.6575781,0.8196787,0.0382696,-0.66319863,-0.91303202,0.7766488,-0.71384604,1.1549692,0.9560307,0.9948599,0.3164058,0.8289303,0.4634278,0.6962294,0.9456981,0.77922,0.5254746,0.7147852,-1.02406962,1.2620188,-0.54158722,0.4189892,0.1197625
8,0.4815708,0.0336636,0.2565642,-0.58011738,-0.06392413,0.1239407,0.6933148,0.2062538,0.0271002,-0.94936128,0.1134722,1.1835077,-0.20975116,-0.13355515,0.1468837,-0.48157087,0.1056579,1.0104547,1.1541634,0.2022944,0.7738442,1.384625,-0.27880232,-0.7901343,1.3057611,1.1803087,1.4737229,-0.06090367,-1.26041277,-0.03278935,-0.66389651,-0.79099875,0.5061243,0.3776328,0.2587154,0.6641362,0.9373354,0.5891433,0.1283675,1.1943795,-0.33171833,0.9068528,1.0053357,-1.09329134,1.3791624,-0.59586819,-0.23315606,0.3818127
8,-1.54895616,0.3795621,0.2314153,0.2775661,0.6984995,-1.35858178,0.1790344,-0.0936551,0.7071819,-0.3896414,-0.58442719,1.0621221,1.0169318,-1.53596796,1.1350313,1.5489561,0.6327692,0.8799984,0.6697052,-0.35016269,1.1438521,0.9854362,0.4744433,-0.63182306,1.412019,0.2368436,1.2961347,-1.0497198,-0.90287009,-0.25951853,0.1576346,0.082045,0.2481818,-2.26842357,1.0200703,-0.18315047,-0.62229893,0.6761771,0.5941713,0.1092242,0.9683159,1.1902814,1.199036,-0.30999292,1.1546372,0.0183638,-0.39477469,0.604706
8,0.7243512,-0.87754655,0.7736888,-0.51429516,1.0690729,0.4718332,-0.44343304,1.7866564,-0.41009513,-0.90640604,-1.38985187,1.0892402,0.5998596,0.6214247,0.0140835,-0.72435127,-0.27861016,0.5697465,1.2526179,0.4896356,0.8059116,1.615339,-0.22099509,-1.15556941,1.1484577,0.7047513,1.0730667,0.4043357,-1.6827846,2.3795423,-0.60084876,-0.72399771,1.1616172,0.539311,0.5700642,-0.66923836,0.6873043,0.1910443,-0.84118456,0.7716211,1.0935919,0.7536763,0.7841945,0.8941006,1.0008862,1.0254187,-0.95760446,0.2718721
8,1.6881159,-0.59618136,0.8978616,-0.5521928,-0.03910104,-0.49908254,-0.47322368,1.0883389,0.4559202,-0.93113784,0.1215873,1.0905315,0.4117682,0.8558771,0.1982902,-1.68811592,0.4315817,0.8783259,1.3198169,-1.01057122,1.119185,1.6550432,-0.25427804,-1.18063536,1.2411729,0.8080225,1.5127056,0.4612145,-0.53746934,0.4106662,0.8339649,-0.76257407,1.2267676,0.8467272,1.0478018,0.7694348,0.9897895,0.7245292,-0.18042364,0.8869188,0.2119323,0.490046,0.8310054,-1.0677886,1.0911844,0.3954737,0.3310914,0.478199
8,1.0922003,-0.40774412,0.6762368,-0.41855374,0.0796952,0.3217619,-0.36817249,1.5426128,-0.44694684,-0.84392568,-0.5296502,1.5721997,0.5017249,0.4579533,-0.57709147,-1.09220038,0.3692135,1.0882268,1.6058035,0.2419824,0.5247056,1.6797243,-0.13691185,-1.09224491,1.5339031,1.2070827,1.718448,-1.55871218,-0.54729194,0.6157227,-0.50914296,-0.62654166,1.0047244,0.0929882,-0.45600005,0.7069903,1.1838695,1.1226282,-0.77837956,1.0790817,1.1786851,-0.68639114,0.513014,-0.94573978,1.357198,0.965424,0.1822321,0.3531981
8,0.6066395,-1.66227147,0.5504922,-0.43052142,0.0690567,-2.16578346,-0.37758006,1.2162413,0.1761821,-0.85173572,-1.30464321,0.5158871,0.7120135,0.3977269,-0.58565922,-0.60663956,-0.79767392,0.8540744,1.3151286,-0.91373247,0.6727087,1.6067543,-0.14742225,-1.10016048,1.5047343,0.7226007,1.6708024,-1.56746276,-1.57277147,0.7824353,-0.52060619,-0.63872367,0.7973067,-0.60382179,0.3078758,-0.61781344,0.6698196,0.4424752,-0.1477127,0.9615233,0.9801344,0.611962,1.4492322,-0.95666952,1.2693403,1.1368376,0.0121072,0.6242845
8,-0.00398994,0.9009911,0.3823088,0.2137385,0.641761,1.2244635,0.1288607,0.6737589,0.3989675,-0.42608828,0.7505084,1.4546882,1.4211531,1.7463663,0.832304,0.0039899,-0.00298328,1.4503267,1.0510207,-0.40096335,2.0664052,1.8202988,0.4183878,-0.67403939,1.3661823,1.1956082,1.6339853,-1.09638959,-0.96573474,1.3109144,1.2772096,1.6007351,1.1150812,0.2956552,-0.05641481,1.5701942,0.7415069,1.2080503,-0.36360488,1.4837542,1.0250446,1.3007352,1.9286405,-0.36828489,1.759879,1.7096447,1.1618678,0.8727804
8,-0.93096967,-0.05410164,-0.79025938,0.8799391,1.2339692,1.9202486,0.6525487,0.3503277,0.7473837,0.0034641,0.0282636,1.5554124,1.5146146,1.4194234,1.2892508,0.9309696,0.0412779,1.3165253,1.2197997,0.1292684,2.2637427,1.7001129,1.003467,-0.23340643,1.3411804,1.1267607,1.413083,-0.60927368,-0.309585,0.2439535,0.734617,0.6952059,1.15231,0.0633852,0.3645992,1.0363546,0.4232855,0.8437977,0.9893194,1.5154046,2.50472,1.2653066,-0.15686623,0.2401375,2.2382153,1.3839589,0.9180222,0.6769957
8,0.0401519,-0.48260275,0.5772129,-0.10141031,0.3616146,0.6560116,-0.11887191,1.3265019,0.3822167,-0.63695949,1.0061343,0.7522015,1.5777012,0.5590474,-0.350046,-0.04015194,0.1056579,1.2880926,1.0072632,0.6944257,1.0106493,1.85893,0.1416138,-0.88248252,0.9182321,0.9865159,1.1575293,-1.32682167,0.6019523,-0.57627252,-0.20536748,-0.3037185,1.1948572,1.0197911,-0.25557717,1.0926771,0.3498498,-0.78083306,1.0285725,1.3571528,0.7461282,1.2382142,1.4605314,-0.65610152,1.203447,1.1811194,-0.66413906,-0.00975649
8,-0.16584354,0.8287138,0.4608992,-0.52825745,0.4857301,-0.45360639,-0.45440854,1.1677266,0.4659706,-0.91551775,0.6774724,1.1008622,1.4047973,0.2966328,0.552424,0.1658435,-0.50595204,1.2931101,1.0166398,0.5324986,1.0501168,1.7881062,-0.23325723,0.0594693,0.947401,0.7340752,1.0535753,0.557471,-1.69653624,0.5740445,0.6467322,-0.73821005,1.2826108,-0.77916288,0.7730081,0.9237095,0.2869049,0.5923668,0.2775294,1.2215084,0.2166597,1.0964999,1.1699809,1.1655227,0.915469,1.0182765,-0.89097222,0.2462695
8,-0.50426472,0.3330981,0.9387286,-0.52825745,0.0140913,0.5877974,-0.45440854,1.1559655,0.0606017,-0.91551775,0.4745946,1.2739012,1.1127299,0.6321794,0.0440706,0.5042647,-0.20417078,1.28642,1.1354102,-0.99152097,1.2573212,1.5412959,-0.23325723,-0.49989702,0.8369761,0.7340752,0.8456672,-0.17757814,-0.12884914,0.3273099,-0.61422253,-0.73821005,1.271974,1.2748327,0.7578819,0.9457488,2.993535,0.4344165,0.9867025,1.1129928,-0.21826079,1.0110545,1.1344692,0.6991869,1.1497562,1.1696919,0.7025307,0.264342
8,0.6728524,0.6015566,1.1179146,-0.29289314,1.0247459,0.1057502,-0.26939302,1.1295029,0.5899264,-0.76192021,0.543573,0.9252405,1.3931146,1.5011591,1.0550656,-0.6728524,-1.0974433,1.3399406,0.7697224,0.9135036,1.1734528,1.6893821,-0.0265526,-0.04870998,1.3328464,0.9890658,1.7206137,-0.15716011,-0.33315924,0.1939398,-0.38877909,-0.4986306,1.3942972,0.4004044,0.6696454,1.0118665,1.9689321,1.0049714,0.5549182,1.3797602,0.9163145,1.4257773,1.5024998,-0.83097745,1.3791624,1.3896726,1.4624217,0.475187
8,0.5404267,1.0661964,0.976452,-0.22108708,0.2552299,-0.6400586,-0.2129476,1.5646649,0.6870809,-0.71505994,-0.68992363,1.4340268,1.2505857,1.6087061,1.0150827,-0.54042672,-0.36914454,1.3399406,0.5134284,0.3102458,1.4595922,1.6915282,0.0365098,0.4341392,1.2703418,0.902369,1.7422708,0.0207684,-1.39400014,-0.67630009,-0.31999974,-0.42553856,1.35175,0.5005993,0.6318297,1.1098188,0.2379478,0.9372785,0.1911725,1.3978461,0.9352241,1.4612058,1.7543103,1.2966796,1.5744017,1.5268035,1.2554365,-0.28385499
8,-0.62933341,0.3460048,0.6950985,-0.54221974,1.2924807,0.1216669,-0.46538404,0.8781087,-0.31964091,-0.92462947,0.561832,1.0143427,0.9409943,0.969877,0.4053442,0.6293334,-0.23032516,1.3156891,0.8681768,1.0579679,0.8996469,1.5144687,-0.24551937,-0.11335374,0.6817561,0.9444425,1.2679805,0.5151765,-1.25844824,0.3889935,0.9848974,1.2738512,1.0977964,1.1222632,1.1095673,0.0849937,0.5229482,-1.13702692,-0.85950268,1.0429099,0.0866563,1.224668,0.7874228,0.8467384,1.0204102,0.9625671,1.015844,-0.04740738
8,-2.04923094,-0.97821849,0.6778086,0.7283486,1.0992152,1.4018205,0.5333861,0.2385969,-0.81043878,-0.09546305,-0.12592348,1.0827835,1.3323646,0.5117268,1.2349884,2.0492309,0.6730067,0.8147702,-0.01791283,0.0086169,1.6273291,1.457595,0.8703352,-0.33367022,1.2224215,0.5071336,0.408194,-0.72011442,-0.45888853,1.0475084,0.5894161,0.5409005,-0.09219575,1.2247352,0.2687996,0.0935645,0.3603406,-0.1103505,0.9579169,0.5613723,2.0036159,0.4858779,-0.2795431,0.1016941,1.9892852,0.3411928,-0.07437285,0.3336196
8,0.1137217,0.7719245,0.0239367,-0.48437596,0.0211836,-0.12163049,-0.41991412,1.3706062,0.301813,-0.88688092,-0.30039834,1.165429,1.3089992,0.6665944,0.449611,-0.11372177,0.1499192,1.2446071,1.2979381,-0.95659552,1.0698506,1.6722126,-0.19471908,0.0805775,1.0474085,0.8845197,1.6989566,0.4291291,-0.30172692,0.4273374,0.0621077,0.4150198,0.7720443,0.3821871,-0.49759725,0.9090167,0.4547579,0.8502447,0.8820275,1.1265573,0.1173844,1.1736091,0.4888015,1.2092416,1.1839231,1.8467756,0.9293638,0.5143439
8,-1.38710256,0.8183885,-0.03264827,0.241663,0.6665841,1.0289161,0.1508117,1.7263805,-1.21915782,-0.41307154,-0.62094519,1.2377438,1.0823549,0.9161035,0.4096281,1.3871025,0.7494579,1.0321975,1.1666656,-0.37873806,0.9761152,1.7473288,0.4429121,0.0753004,1.1140801,0.7034764,1.4997114,-1.07597156,-0.93823146,-0.2895268,0.7078694,1.8240719,-0.07624055,1.2429525,0.9015813,-0.20518972,1.4583792,-0.50361431,0.8637094,1.1310788,0.6137611,1.1902814,-0.67340043,-0.34278215,1.4670201,1.7382136,-0.42029342,0.1739798
8,-1.9020913,0.7719245,0.4326066,0.4610704,0.8616227,0.88794,0.3232838,1.7499028,-1.03489923,-0.26988738,0.9493286,1.3178066,0.6641144,0.3396516,0.0526384,1.9020913,1.0029542,0.6776238,1.1760422,-0.20411081,1.0550502,1.6528971,0.6356029,-0.5104511,1.032824,0.7544745,1.0059297,-0.91554416,0.5351586,1.4442845,1.5790746,0.2688357,0.210953,0.9423678,0.0998898,0.9188119,0.6820589,-0.32632325,1.1567994,1.2802876,2.0367077,0.5108863,1.1958076,-0.14240349,1.5499968,1.6953602,-0.26434562,-0.64831563
8,0.0401519,0.7719245,0.5803565,-0.52027899,-0.01073178,-0.15346379,-0.44813683,1.1265626,-0.62283004,-0.91031106,0.024206,0.488769,1.3697492,0.1933877,0.623822,-0.04015194,-0.12771953,1.1007706,1.2291763,0.6150497,0.9711818,1.4618874,-0.22625029,-0.10675744,0.7723879,0.9253182,1.3697688,-1.63309215,-1.03252842,2.3678724,0.8110385,-0.73008872,0.9475516,0.3229811,0.3141784,0.7155611,0.6540834,0.7599874,-0.08359927,1.2350728,0.410483,1.0923318,1.008564,0.7611221,1.0326126,1.6867895,-0.57057038,0.2944627
8,0.3859301,0.9603618,-0.06251261,-0.68184263,0.1541644,0.6582854,-0.57513901,1.6337616,0.4575952,-1.01574666,0.2899759,0.9575239,1.5741964,0.1525198,0.4767422,-0.3859301,0.1438835,1.1049519,1.3120031,-0.24062378,1.1759195,1.4264755,-0.36814076,-0.05530629,0.8671867,0.9928907,1.4152487,0.1009821,-1.8478043,1.2525649,0.7365275,1.2088805,0.8584683,1.003851,0.6356113,0.6702582,0.4390217,-0.20866645,0.6190316,1.0429099,-0.15444093,1.3101134,1.0230915,-1.18619417,1.0985059,0.9425688,0.1113467,-0.03535909
8,-0.69554625,0.0285009,1.0770476,-0.83143859,-0.287332,0.1102978,0.3107403,-0.91105401,0.0840528,-1.11337222,-1.71242749,1.2067517,0.8673933,0.8945941,-0.87267897,0.6955462,-0.26855078,0.9619517,0.9228737,0.1451436,1.0649171,1.2944856,-0.49952082,-0.2677072,0.8932303,0.4637852,1.1142152,0.2249487,-0.91465721,-1.18644073,-0.90462424,-1.04682088,1.1443324,1.6300692,1.2217537,0.8208597,0.3043896,0.5440146,0.8009044,0.841704,0.0795652,1.0173066,0.5759666,-1.32281599,0.7446346,1.2296866,0.6458224,0.3245834
8,-0.73233116,0.3098661,1.106912,-0.76561637,0.4520416,-2.54778312,-0.64099199,0.4106035,0.0924282,-1.07041698,-1.64547783,0.8593824,0.9666962,0.3805194,-0.82555633,0.7323311,-0.12570766,1.0397238,0.9806962,0.1118057,0.8059116,1.4972993,-0.44171359,-1.32179621,0.890105,0.7506496,1.4845514,0.5151765,-1.93031415,0.0689053,1.1033507,0.8880877,1.0286572,1.5184885,0.8751103,0.8833043,-0.03306487,-0.25379508,-1.00604768,0.8077929,0.1008385,0.8370377,0.6356909,-1.26270239,0.9276715,1.5453733,0.5650131,0.5038016
8,-0.10698769,-0.09024029,1.0173189,-0.69580492,0.1736683,0.1239407,-0.5861145,1.4852773,0.5798759,-1.02485838,0.2392564,1.1783423,1.3931146,0.3396516,0.8037448,0.1069876,-0.48583329,1.27973,0.9103716,0.4975732,1.1833197,1.5820732,-0.3804029,-0.56322152,1.0015717,0.8819698,1.4997114,0.2074476,-1.86155594,0.4506772,0.4671417,-0.90875814,1.2161308,0.6508917,0.525946,0.7914741,0.1295427,-0.13936176,0.1048157,0.9366551,-2.31249779,1.3986848,0.4952581,0.7684086,1.0033267,1.326821,0.9265284,0.0745815
8,-0.19527147,0.4260261,1.4291325,1.0434974,0.0389144,0.6287259,-0.40423484,1.7146194,0.6803806,-0.87386418,-0.04882993,1.0931142,1.1617972,0.503123,0.795177,0.1952714,-0.00298328,1.2412621,1.2197997,0.9643042,1.4299916,1.7237209,-0.17720174,-0.114673,0.8786459,1.254256,1.2831405,0.8374897,-1.6336716,-0.8796895,-0.55308533,-0.67323935,1.4395036,1.6027433,1.3755373,0.2111072,0.5456783,1.0662174,0.7014632,1.1672506,0.4057556,1.1235923,0.8213204,1.6974369,1.198566,1.5896552,1.07397,0.7432613
8,-0.84268589,-0.09024029,0.9230105,-0.96308303,-0.16676268,-0.27170178,0.2542949,0.3767903,0.1611064,-0.35579788,0.3609831,0.7573669,0.5402778,-0.36155478,0.7380587,0.8426858,-0.90027954,1.0271799,0.7540947,-0.36286286,-0.46444882,1.2558544,-0.61513528,-1.45240299,0.9661524,0.5071336,0.4688338,-0.68219522,-0.80464408,0.8774615,-1.03071972,-1.18082294,0.4476219,0.2364491,0.8738498,0.5441447,0.0456162,0.1475274,0.3324838,0.6563233,-2.62923341,0.7484662,0.427463,0.2656403,0.4371327,1.2354004,-0.05168954,0.3607282
8,-0.88682778,0.1782182,0.9041488,-0.85537394,-0.30860894,-0.23986848,-0.71154876,0.3385666,0.0271002,-1.12899231,0.5029975,0.9665633,0.2108258,0.3095384,0.6895081,0.8868277,-0.64678329,1.0740104,0.3196451,-1.25187433,0.152231,1.2451236,-0.52054163,0.0409997,0.9724029,0.7009265,0.9582841,0.3182883,-2.01871755,0.514028,0.5129946,-1.07118489,1.0486012,0.6326744,0.7931765,0.9384024,0.3533467,0.7535404,0.20164,0.511636,-0.12844024,1.2361302,0.9730523,-0.75082598,0.4615376,0.9554248,0.6685057,0.3998852
8,0.2902893,0.3021221,1.1116274,-0.63197731,-0.11002417,-1.25398664,-0.5359408,1.3676659,0.4760211,-0.98320481,-0.23141991,1.2584052,1.41648,0.7053114,0.6381015,-0.29028933,-0.55826079,1.2178468,0.7353415,0.8563528,1.1043846,1.5455882,-0.3243474,-0.62918453,0.9286496,0.848821,1.257152,-1.71476428,-1.79869129,0.3606524,1.1167245,-0.84378744,0.8199099,0.0269507,0.7528398,0.7057659,0.1540213,-1.20955509,0.0053744,0.8778759,-2.23685944,1.3945168,1.027934,-1.14065357,1.1497562,1.3668175,1.170374,0.1679557
8,-0.56312057,0.2814715,1.3411112,-0.26895778,0.212676,0.4968451,-0.25057788,1.6646346,0.5832261,0.2247487,0.5232853,1.0802008,0.965528,0.288029,0.4438991,0.5631205,0.4074392,1.283075,1.3385701,1.0659055,1.4546588,1.7602059,-0.00553179,-0.99330039,0.951568,1.1599095,1.7076194,0.3649581,-1.44114862,-0.0227866,-0.36585264,-0.47426659,1.35175,0.8694987,1.2091485,0.8159621,0.3918131,0.9469489,-0.68024675,1.2622017,0.6799446,0.9943822,1.3636813,0.1818456,1.4426152,1.3696744,0.9265284,0.5384405
8,-0.68083228,0.2917968,0.7689734,-0.43650526,1.1063075,-0.77193944,-0.38228384,0.9089816,0.2415102,-0.85564074,0.3772133,0.8890831,1.0122587,0.7999527,0.6638048,0.6808322,-0.28866953,1.1810515,0.6071945,0.6023495,0.9317143,1.530565,-0.15267746,0.4156696,1.2536739,0.9151185,1.6123282,0.5312192,-1.60616832,-0.20950474,-0.5263378,1.0363021,1.365046,1.3158215,-0.46734474,1.0094177,0.4897273,0.8857029,0.5366,1.198901,0.1599309,1.167357,1.6380901,0.9870035,1.2766617,1.1039833,0.6798473,0.7041044
8,-1.57102711,0.604138,1.106912,1.5441452,0.2889184,0.0170717,-0.18315697,1.3367929,-0.52400043,-0.69032813,-0.7731035,0.9756026,1.403629,0.7978018,1.0079429,1.5710271,-1.11152642,1.108297,0.9900728,-0.71687993,1.3633902,1.4050137,0.0697927,-0.93657219,1.2213798,0.6078549,1.4369058,0.5180933,-1.35667425,0.7190845,-0.28369953,-0.38696221,1.331806,1.0493942,0.7213267,0.8539186,0.0683463,0.7261409,0.1453772,1.1197751,0.0488371,0.9454074,0.9262414,-0.73078812,1.2498163,1.5168044,0.9279461,0.2929566
